component_id,component_name,shift_id,shift_date,shift_label,availability_pct,performance_pct,quality_pct,planned_duration_min,total_downtime_min,run_time_min,total_units,good_units,defective_units,rework_units,oee,oee_pct,oee_status,loss_availability_pp,loss_performance_pp,loss_quality_pp
3,"Motor Housing",163,2026-07-30,NIGHT,100.0,93.89,97.49,480.0,0.0,480.0,676,659,11,6,0.915277777777778,91.53,WORLD_CLASS,0.0,6.11,2.36
4,Coupling,154,2026-07-30,DAY,100.0,100.0,98.43,480.0,0.0,480.0,953,938,9,6,0.984260230849948,98.43,WORLD_CLASS,0.0,0.0,1.57
4,Coupling,159,2026-07-30,SWING,100.0,94.43,98.44,480.0,0.0,480.0,831,818,8,5,0.929545454545454,92.95,WORLD_CLASS,0.0,5.57,1.48
4,Coupling,164,2026-07-30,NIGHT,100.0,100.0,98.5,480.0,0.0,480.0,933,919,9,5,0.984994640943194,98.5,WORLD_CLASS,0.0,0.0,1.5
5,Gearbox,155,2026-07-30,DAY,100.0,100.0,96.89,480.0,0.0,480.0,644,624,12,8,0.968944099378882,96.89,WORLD_CLASS,0.0,0.0,3.11
5,Gearbox,160,2026-07-30,SWING,100.0,91.56,96.93,480.0,0.0,480.0,586,568,11,7,0.8875,88.75,WORLD_CLASS,0.0,8.44,2.81
5,Gearbox,165,2026-07-30,NIGHT,100.0,99.53,96.86,480.0,0.0,480.0,637,617,12,8,0.9640625,96.41,WORLD_CLASS,0.0,0.47,3.12
1,Bearing,166,2026-07-31,DAY,100.0,91.98,97.96,480.0,0.0,480.0,883,865,11,7,0.901041666666667,90.1,WORLD_CLASS,0.0,8.02,1.88
1,Bearing,171,2026-07-31,SWING,100.0,100.0,97.96,480.0,0.0,480.0,981,961,12,8,0.979612640163099,97.96,WORLD_CLASS,0.0,0.0,2.04
1,Bearing,176,2026-07-31,NIGHT,100.0,100.0,97.94,480.0,0.0,480.0,972,952,12,8,0.979423868312757,97.94,WORLD_CLASS,0.0,0.0,2.06
2,Shaft,167,2026-07-31,DAY,100.0,98.5,98.98,480.0,0.0,480.0,788,780,5,3,0.975,97.5,WORLD_CLASS,0.0,1.5,1.0
2,Shaft,172,2026-07-31,SWING,100.0,100.0,98.94,480.0,0.0,480.0,849,840,6,3,0.989399293286219,98.94,WORLD_CLASS,0.0,0.0,1.06
2,Shaft,177,2026-07-31,NIGHT,100.0,100.0,98.93,480.0,0.0,480.0,844,835,6,3,0.989336492890995,98.93,WORLD_CLASS,0.0,0.0,1.07
3,"Motor Housing",168,2026-07-31,DAY,100.0,100.0,97.44,480.0,0.0,480.0,781,761,12,8,0.974391805377721,97.44,WORLD_CLASS,0.0,0.0,2.56
3,"Motor Housing",173,2026-07-31,SWING,100.0,100.0,97.48,480.0,0.0,480.0,754,735,12,7,0.974801061007958,97.48,WORLD_CLASS,0.0,0.0,2.52
3,"Motor Housing",178,2026-07-31,NIGHT,100.0,100.0,97.47,480.0,0.0,480.0,792,772,12,8,0.974747474747475,97.47,WORLD_CLASS,0.0,0.0,2.53
4,Coupling,169,2026-07-31,DAY,100.0,95.34,98.45,480.0,0.0,480.0,839,826,8,5,0.938636363636364,93.86,WORLD_CLASS,0.0,4.66,1.48
4,Coupling,174,2026-07-31,SWING,100.0,97.95,98.49,480.0,0.0,480.0,862,849,8,5,0.964772727272727,96.48,WORLD_CLASS,0.0,2.05,1.48
4,Coupling,179,2026-07-31,NIGHT,100.0,99.09,98.39,480.0,0.0,480.0,872,858,9,5,0.975,97.5,WORLD_CLASS,0.0,0.91,1.59
5,Gearbox,170,2026-07-31,DAY,100.0,92.97,96.97,480.0,0.0,480.0,595,577,11,7,0.9015625,90.16,WORLD_CLASS,0.0,7.03,2.81
5,Gearbox,175,2026-07-31,SWING,97.23,100.0,96.96,480.0,13.28,466.72,625,606,12,7,0.9427744,94.28,WORLD_CLASS,2.77,0.0,2.96
5,Gearbox,180,2026-07-31,NIGHT,100.0,100.0,96.91,480.0,0.0,480.0,679,658,13,8,0.969072164948454,96.91,WORLD_CLASS,0.0,0.0,3.09
1,Bearing,181,2026-08-01,DAY,95.42,97.92,97.99,480.0,21.98,458.02,897,879,11,7,0.915625,91.56,WORLD_CLASS,4.58,1.98,1.87
1,Bearing,186,2026-08-01,SWING,100.0,95.1,97.92,480.0,0.0,480.0,913,894,12,7,0.93125,93.13,WORLD_CLASS,0.0,4.9,1.98
1,Bearing,191,2026-08-01,NIGHT,100.0,97.92,97.98,480.0,0.0,480.0,940,921,12,7,0.959375,95.94,WORLD_CLASS,0.0,2.08,1.98
2,Shaft,182,2026-08-01,DAY,100.0,100.0,98.9,480.0,0.0,480.0,820,811,6,3,0.989024390243902,98.9,WORLD_CLASS,0.0,0.0,1.1
2,Shaft,187,2026-08-01,SWING,100.0,100.0,98.92,480.0,0.0,480.0,832,823,6,3,0.989182692307692,98.92,WORLD_CLASS,0.0,0.0,1.08
2,Shaft,192,2026-08-01,NIGHT,100.0,100.0,98.88,480.0,0.0,480.0,802,793,6,3,0.988778054862843,98.88,WORLD_CLASS,0.0,0.0,1.12
3,"Motor Housing",183,2026-08-01,DAY,100.0,94.86,97.36,480.0,0.0,480.0,683,665,11,7,0.923611111111111,92.36,WORLD_CLASS,0.0,5.14,2.5
3,"Motor Housing",188,2026-08-01,SWING,100.0,96.81,97.42,480.0,0.0,480.0,697,679,11,7,0.943055555555555,94.31,WORLD_CLASS,0.0,3.19,2.5
3,"Motor Housing",193,2026-08-01,NIGHT,100.0,100.0,97.49,480.0,0.0,480.0,756,737,12,7,0.974867724867725,97.49,WORLD_CLASS,0.0,0.0,2.51
4,Coupling,184,2026-08-01,DAY,100.0,95.8,98.46,480.0,0.0,480.0,843,830,8,5,0.943181818181818,94.32,WORLD_CLASS,0.0,4.2,1.48
4,Coupling,189,2026-08-01,SWING,100.0,100.0,98.41,480.0,0.0,480.0,880,866,9,5,0.984090909090909,98.41,WORLD_CLASS,0.0,0.0,1.59
4,Coupling,194,2026-08-01,NIGHT,100.0,100.0,98.45,480.0,0.0,480.0,968,953,9,6,0.984504132231405,98.45,WORLD_CLASS,0.0,0.0,1.55
5,Gearbox,185,2026-08-01,DAY,100.0,100.0,96.92,480.0,0.0,480.0,650,630,12,8,0.969230769230769,96.92,WORLD_CLASS,0.0,0.0,3.08
5,Gearbox,190,2026-08-01,SWING,100.0,99.22,96.85,480.0,0.0,480.0,635,615,12,8,0.9609375,96.09,WORLD_CLASS,0.0,0.78,3.13
5,Gearbox,195,2026-08-01,NIGHT,100.0,93.59,96.99,480.0,0.0,480.0,599,581,11,7,0.9078125,90.78,WORLD_CLASS,0.0,6.41,2.81
1,Bearing,196,2026-08-02,DAY,100.0,100.0,97.94,480.0,0.0,480.0,970,950,12,8,0.979381443298969,97.94,WORLD_CLASS,0.0,0.0,2.06
1,Bearing,201,2026-08-02,SWING,100.0,99.17,97.9,480.0,0.0,480.0,952,932,12,8,0.970833333333333,97.08,WORLD_CLASS,0.0,0.83,2.08
1,Bearing,206,2026-08-02,NIGHT,94.95,94.78,97.92,480.0,24.22,455.78,864,846,11,7,0.88125,88.13,WORLD_CLASS,5.05,4.95,1.88
2,Shaft,197,2026-08-02,DAY,100.0,98.75,98.99,480.0,0.0,480.0,790,782,5,3,0.9775,97.75,WORLD_CLASS,0.0,1.25,1.0
2,Shaft,202,2026-08-02,SWING,98.33,100.0,98.92,480.0,8.0,472.0,832,823,6,3,0.972696314102564,97.27,WORLD_CLASS,1.67,0.0,1.06
2,Shaft,207,2026-08-02,NIGHT,100.0,100.0,98.9,480.0,0.0,480.0,818,809,6,3,0.988997555012225,98.9,WORLD_CLASS,0.0,0.0,1.1
3,"Motor Housing",198,2026-08-02,DAY,100.0,95.0,97.37,480.0,0.0,480.0,684,666,11,7,0.925,92.5,WORLD_CLASS,0.0,5.0,2.5
3,"Motor Housing",203,2026-08-02,SWING,100.0,89.44,97.36,480.0,0.0,480.0,644,627,11,6,0.870833333333333,87.08,WORLD_CLASS,0.0,10.56,2.36
3,"Motor Housing",208,2026-08-02,NIGHT,100.0,100.0,97.4,480.0,0.0,480.0,730,711,12,7,0.973972602739726,97.4,WORLD_CLASS,0.0,0.0,2.6
4,Coupling,199,2026-08-02,DAY,100.0,100.0,98.43,480.0,0.0,480.0,889,875,9,5,0.984251968503937,98.43,WORLD_CLASS,0.0,0.0,1.57
4,Coupling,204,2026-08-02,SWING,100.0,100.0,98.42,480.0,0.0,480.0,887,873,9,5,0.984216459977452,98.42,WORLD_CLASS,0.0,0.0,1.58
4,Coupling,209,2026-08-02,NIGHT,100.0,97.84,98.49,480.0,0.0,480.0,861,848,8,5,0.963636363636364,96.36,WORLD_CLASS,0.0,2.16,1.48
5,Gearbox,200,2026-08-02,DAY,100.0,95.16,96.88,480.0,0.0,480.0,609,590,12,7,0.921875,92.19,WORLD_CLASS,0.0,4.84,2.97
5,Gearbox,205,2026-08-02,SWING,100.0,100.0,96.93,480.0,0.0,480.0,652,632,12,8,0.969325153374233,96.93,WORLD_CLASS,0.0,0.0,3.07
5,Gearbox,210,2026-08-02,NIGHT,100.0,100.0,96.89,480.0,0.0,480.0,676,655,13,8,0.968934911242604,96.89,WORLD_CLASS,0.0,0.0,3.11
1,Bearing,211,2026-08-03,DAY,100.0,93.02,97.98,480.0,0.0,480.0,893,875,11,7,0.911458333333333,91.15,WORLD_CLASS,0.0,6.98,1.87
1,Bearing,216,2026-08-03,SWING,100.0,97.81,97.98,480.0,0.0,480.0,939,920,12,7,0.958333333333333,95.83,WORLD_CLASS,0.0,2.19,1.98
1,Bearing,221,2026-08-03,NIGHT,95.16,100.0,97.96,480.0,23.21,456.79,982,962,12,8,0.932264044467074,93.23,WORLD_CLASS,4.84,0.0,1.94
2,Shaft,212,2026-08-03,DAY,100.0,100.0,98.91,480.0,0.0,480.0,822,813,6,3,0.989051094890511,98.91,WORLD_CLASS,0.0,0.0,1.09
2,Shaft,217,2026-08-03,SWING,100.0,100.0,98.91,480.0,0.0,480.0,829,820,6,3,0.989143546441496,98.91,WORLD_CLASS,0.0,0.0,1.09
2,Shaft,222,2026-08-03,NIGHT,100.0,94.0,98.94,480.0,0.0,480.0,752,744,5,3,0.93,93.0,WORLD_CLASS,0.0,6.0,1.0
3,"Motor Housing",213,2026-08-03,DAY,100.0,98.47,97.46,480.0,0.0,480.0,709,691,11,7,0.959722222222222,95.97,WORLD_CLASS,0.0,1.53,2.5
3,"Motor Housing",218,2026-08-03,SWING,100.0,92.08,97.44,480.0,0.0,480.0,663,646,11,6,0.897222222222222,89.72,WORLD_CLASS,0.0,7.92,2.36
3,"Motor Housing",223,2026-08-03,NIGHT,100.0,100.0,97.48,480.0,0.0,480.0,755,736,12,7,0.974834437086093,97.48,WORLD_CLASS,0.0,0.0,2.52
4,Coupling,214,2026-08-03,DAY,95.42,94.32,98.48,480.0,21.99,458.01,792,780,8,4,0.886363636363636,88.64,WORLD_CLASS,4.58,5.42,1.36
4,Coupling,219,2026-08-03,SWING,100.0,98.64,98.39,480.0,0.0,480.0,868,854,9,5,0.970454545454545,97.05,WORLD_CLASS,0.0,1.36,1.59
4,Coupling,224,2026-08-03,NIGHT,100.0,90.8,98.5,480.0,0.0,480.0,799,787,8,4,0.894318181818182,89.43,WORLD_CLASS,0.0,9.2,1.36
5,Gearbox,215,2026-08-03,DAY,100.0,98.75,96.99,480.0,0.0,480.0,632,613,12,7,0.9578125,95.78,WORLD_CLASS,0.0,1.25,2.97
5,Gearbox,220,2026-08-03,SWING,100.0,97.34,96.95,480.0,0.0,480.0,623,604,12,7,0.94375,94.38,WORLD_CLASS,0.0,2.66,2.97
5,Gearbox,225,2026-08-03,NIGHT,100.0,100.0,96.91,480.0,0.0,480.0,648,628,12,8,0.969135802469136,96.91,WORLD_CLASS,0.0,0.0,3.09
1,Bearing,226,2026-08-04,DAY,100.0,98.85,98.0,480.0,0.0,480.0,949,930,12,7,0.96875,96.88,WORLD_CLASS,0.0,1.15,1.98
1,Bearing,231,2026-08-04,SWING,100.0,100.0,97.94,480.0,0.0,480.0,1019,998,13,8,0.979391560353288,97.94,WORLD_CLASS,0.0,0.0,2.06
1,Bearing,236,2026-08-04,NIGHT,100.0,95.83,97.93,480.0,0.0,480.0,920,901,12,7,0.938541666666667,93.85,WORLD_CLASS,0.0,4.17,1.98
2,Shaft,227,2026-08-04,DAY,100.0,100.0,98.89,480.0,0.0,480.0,812,803,6,3,0.988916256157635,98.89,WORLD_CLASS,0.0,0.0,1.11
2,Shaft,232,2026-08-04,SWING,100.0,100.0,98.88,480.0,0.0,480.0,805,796,6,3,0.988819875776398,98.88,WORLD_CLASS,0.0,0.0,1.12
2,Shaft,237,2026-08-04,NIGHT,100.0,93.5,98.93,480.0,0.0,480.0,748,740,5,3,0.925,92.5,WORLD_CLASS,0.0,6.5,1.0
3,"Motor Housing",228,2026-08-04,DAY,100.0,95.97,97.4,480.0,0.0,480.0,691,673,11,7,0.934722222222222,93.47,WORLD_CLASS,0.0,4.03,2.5
3,"Motor Housing",233,2026-08-04,SWING,100.0,95.28,97.38,480.0,0.0,480.0,686,668,11,7,0.927777777777778,92.78,WORLD_CLASS,0.0,4.72,2.5
3,"Motor Housing",238,2026-08-04,NIGHT,100.0,100.0,97.5,480.0,0.0,480.0,759,740,12,7,0.974967061923584,97.5,WORLD_CLASS,0.0,0.0,2.5
4,Coupling,229,2026-08-04,DAY,100.0,89.77,98.48,480.0,0.0,480.0,790,778,8,4,0.884090909090909,88.41,WORLD_CLASS,0.0,10.23,1.36
4,Coupling,234,2026-08-04,SWING,96.51,100.0,98.42,480.0,16.77,463.23,884,870,9,5,0.949778704751131,94.98,WORLD_CLASS,3.49,0.0,1.53
4,Coupling,239,2026-08-04,NIGHT,100.0,100.0,98.44,480.0,0.0,480.0,962,947,9,6,0.984407484407484,98.44,WORLD_CLASS,0.0,0.0,1.56
5,Gearbox,230,2026-08-04,DAY,100.0,91.88,96.94,480.0,0.0,480.0,588,570,11,7,0.890625,89.06,WORLD_CLASS,0.0,8.13,2.81
5,Gearbox,235,2026-08-04,SWING,100.0,95.78,96.9,480.0,0.0,480.0,613,594,12,7,0.928125,92.81,WORLD_CLASS,0.0,4.22,2.97
5,Gearbox,240,2026-08-04,NIGHT,100.0,94.69,96.86,480.0,0.0,480.0,606,587,12,7,0.9171875,91.72,WORLD_CLASS,0.0,5.31,2.97
1,Bearing,241,2026-08-05,DAY,100.0,100.0,97.94,480.0,0.0,480.0,969,949,12,8,0.979360165118679,97.94,WORLD_CLASS,0.0,0.0,2.06
1,Bearing,246,2026-08-05,SWING,100.0,100.0,97.97,480.0,0.0,480.0,986,966,12,8,0.979716024340771,97.97,WORLD_CLASS,0.0,0.0,2.03
1,Bearing,251,2026-08-05,NIGHT,94.53,96.53,97.95,480.0,26.25,453.75,876,858,11,7,0.89375,89.38,WORLD_CLASS,5.47,3.28,1.87
2,Shaft,242,2026-08-05,DAY,100.0,100.0,98.92,480.0,0.0,480.0,835,826,6,3,0.989221556886228,98.92,WORLD_CLASS,0.0,0.0,1.08
2,Shaft,247,2026-08-05,SWING,100.0,92.13,98.91,480.0,0.0,480.0,737,729,5,3,0.91125,91.13,WORLD_CLASS,0.0,7.87,1.0
2,Shaft,252,2026-08-05,NIGHT,100.0,100.0,98.89,480.0,0.0,480.0,812,803,6,3,0.988916256157635,98.89,WORLD_CLASS,0.0,0.0,1.11
3,"Motor Housing",243,2026-08-05,DAY,100.0,100.0,97.47,480.0,0.0,480.0,792,772,12,8,0.974747474747475,97.47,WORLD_CLASS,0.0,0.0,2.53
3,"Motor Housing",248,2026-08-05,SWING,94.49,100.0,97.4,480.0,26.46,453.54,691,673,11,7,0.920261758321274,92.03,WORLD_CLASS,5.51,0.0,2.46
3,"Motor Housing",253,2026-08-05,NIGHT,100.0,96.39,97.41,480.0,0.0,480.0,694,676,11,7,0.938888888888889,93.89,WORLD_CLASS,0.0,3.61,2.5
4,Coupling,244,2026-08-05,DAY,100.0,87.5,98.44,480.0,0.0,480.0,770,758,8,4,0.861363636363636,86.14,WORLD_CLASS,0.0,12.5,1.36
4,Coupling,249,2026-08-05,SWING,100.0,100.0,98.42,480.0,0.0,480.0,884,870,9,5,0.984162895927602,98.42,WORLD_CLASS,0.0,0.0,1.58
4,Coupling,254,2026-08-05,NIGHT,100.0,100.0,98.45,480.0,0.0,480.0,902,888,9,5,0.984478935698448,98.45,WORLD_CLASS,0.0,0.0,1.55
5,Gearbox,245,2026-08-05,DAY,100.0,100.0,96.88,480.0,0.0,480.0,641,621,12,8,0.968798751950078,96.88,WORLD_CLASS,0.0,0.0,3.12
5,Gearbox,250,2026-08-05,SWING,100.0,100.0,96.97,480.0,0.0,480.0,660,640,12,8,0.96969696969697,96.97,WORLD_CLASS,0.0,0.0,3.03
5,Gearbox,255,2026-08-05,NIGHT,97.32,100.0,96.96,480.0,12.88,467.12,624,605,12,7,0.943534989316239,94.35,WORLD_CLASS,2.68,0.0,2.96
1,Bearing,256,2026-08-06,DAY,100.0,97.6,97.97,480.0,0.0,480.0,937,918,12,7,0.95625,95.63,WORLD_CLASS,0.0,2.4,1.98
1,Bearing,261,2026-08-06,SWING,100.0,96.15,97.94,480.0,0.0,480.0,923,904,12,7,0.941666666666667,94.17,WORLD_CLASS,0.0,3.85,1.98
1,Bearing,266,2026-08-06,NIGHT,100.0,99.69,97.91,480.0,0.0,480.0,957,937,12,8,0.976041666666667,97.6,WORLD_CLASS,0.0,0.31,2.08
2,Shaft,257,2026-08-06,DAY,100.0,92.38,98.92,480.0,0.0,480.0,739,731,5,3,0.91375,91.38,WORLD_CLASS,0.0,7.63,1.0
2,Shaft,262,2026-08-06,SWING,100.0,97.75,98.98,480.0,0.0,480.0,782,774,5,3,0.9675,96.75,WORLD_CLASS,0.0,2.25,1.0
2,Shaft,267,2026-08-06,NIGHT,100.0,100.0,98.88,480.0,0.0,480.0,801,792,6,3,0.98876404494382,98.88,WORLD_CLASS,0.0,0.0,1.12
3,"Motor Housing",258,2026-08-06,DAY,100.0,100.0,97.42,480.0,0.0,480.0,775,755,12,8,0.974193548387097,97.42,WORLD_CLASS,0.0,0.0,2.58
3,"Motor Housing",263,2026-08-06,SWING,100.0,100.0,97.42,480.0,0.0,480.0,776,756,12,8,0.974226804123711,97.42,WORLD_CLASS,0.0,0.0,2.58
3,"Motor Housing",268,2026-08-06,NIGHT,100.0,98.47,97.46,480.0,0.0,480.0,709,691,11,7,0.959722222222222,95.97,WORLD_CLASS,0.0,1.53,2.5
4,Coupling,259,2026-08-06,DAY,100.0,100.0,98.48,480.0,0.0,480.0,924,910,9,5,0.984848484848485,98.48,WORLD_CLASS,0.0,0.0,1.52
4,Coupling,264,2026-08-06,SWING,100.0,100.0,98.46,480.0,0.0,480.0,908,894,9,5,0.984581497797357,98.46,WORLD_CLASS,0.0,0.0,1.54
4,Coupling,269,2026-08-06,NIGHT,100.0,94.77,98.44,480.0,0.0,480.0,834,821,8,5,0.932954545454545,93.3,WORLD_CLASS,0.0,5.23,1.48
5,Gearbox,260,2026-08-06,DAY,100.0,100.0,96.99,480.0,0.0,480.0,665,645,12,8,0.969924812030075,96.99,WORLD_CLASS,0.0,0.0,3.01
5,Gearbox,265,2026-08-06,SWING,100.0,95.16,96.88,480.0,0.0,480.0,609,590,12,7,0.921875,92.19,WORLD_CLASS,0.0,4.84,2.97
5,Gearbox,270,2026-08-06,NIGHT,100.0,100.0,96.9,480.0,0.0,480.0,677,656,13,8,0.968980797636632,96.9,WORLD_CLASS,0.0,0.0,3.1
1,Bearing,271,2026-08-07,DAY,94.84,100.0,97.96,480.0,24.79,455.21,933,914,12,7,0.92904148803144,92.9,WORLD_CLASS,5.16,0.0,1.93
1,Bearing,276,2026-08-07,SWING,96.7,100.0,97.93,480.0,15.83,464.17,964,944,12,8,0.9469581604426,94.7,WORLD_CLASS,3.3,0.0,2.01
1,Bearing,281,2026-08-07,NIGHT,100.0,85.52,97.93,480.0,0.0,480.0,821,804,11,6,0.8375,83.75,ACCEPTABLE,0.0,14.48,1.77
2,Shaft,272,2026-08-07,DAY,100.0,98.5,98.98,480.0,0.0,480.0,788,780,5,3,0.975,97.5,WORLD_CLASS,0.0,1.5,1.0
2,Shaft,277,2026-08-07,SWING,100.0,97.63,98.98,480.0,0.0,480.0,781,773,5,3,0.96625,96.63,WORLD_CLASS,0.0,2.38,1.0
2,Shaft,282,2026-08-07,NIGHT,100.0,93.62,98.93,480.0,0.0,480.0,749,741,5,3,0.92625,92.62,WORLD_CLASS,0.0,6.38,1.0
3,"Motor Housing",273,2026-08-07,DAY,96.49,91.54,97.48,480.0,16.83,463.17,636,620,10,6,0.861111111111111,86.11,WORLD_CLASS,3.51,8.16,2.22
3,"Motor Housing",278,2026-08-07,SWING,100.0,100.0,97.49,480.0,0.0,480.0,756,737,12,7,0.974867724867725,97.49,WORLD_CLASS,0.0,0.0,2.51
3,"Motor Housing",283,2026-08-07,NIGHT,100.0,92.08,97.44,480.0,0.0,480.0,663,646,11,6,0.897222222222222,89.72,WORLD_CLASS,0.0,7.92,2.36
4,Coupling,274,2026-08-07,DAY,100.0,96.59,98.47,480.0,0.0,480.0,850,837,8,5,0.951136363636364,95.11,WORLD_CLASS,0.0,3.41,1.48
4,Coupling,279,2026-08-07,SWING,100.0,100.0,98.41,480.0,0.0,480.0,882,868,9,5,0.984126984126984,98.41,WORLD_CLASS,0.0,0.0,1.59
4,Coupling,284,2026-08-07,NIGHT,100.0,98.75,98.39,480.0,0.0,480.0,869,855,9,5,0.971590909090909,97.16,WORLD_CLASS,0.0,1.25,1.59
5,Gearbox,275,2026-08-07,DAY,100.0,99.38,96.86,480.0,0.0,480.0,636,616,12,8,0.9625,96.25,WORLD_CLASS,0.0,0.62,3.12
5,Gearbox,280,2026-08-07,SWING,96.13,95.74,96.94,480.0,18.58,461.42,589,571,11,7,0.8921875,89.22,WORLD_CLASS,3.87,4.1,2.81
5,Gearbox,285,2026-08-07,NIGHT,100.0,100.0,96.91,480.0,0.0,480.0,648,628,12,8,0.969135802469136,96.91,WORLD_CLASS,0.0,0.0,3.09
1,Bearing,286,2026-08-08,DAY,94.78,100.0,97.94,480.0,25.06,454.94,969,949,12,8,0.928229403164775,92.82,WORLD_CLASS,5.22,0.0,1.96
1,Bearing,291,2026-08-08,SWING,100.0,98.23,97.99,480.0,0.0,480.0,943,924,12,7,0.9625,96.25,WORLD_CLASS,0.0,1.77,1.98
1,Bearing,296,2026-08-08,NIGHT,100.0,100.0,97.97,480.0,0.0,480.0,1032,1011,13,8,0.979651162790698,97.97,WORLD_CLASS,0.0,0.0,2.03
2,Shaft,287,2026-08-08,DAY,100.0,99.5,98.99,480.0,0.0,480.0,796,788,5,3,0.985,98.5,WORLD_CLASS,0.0,0.5,1.0
2,Shaft,292,2026-08-08,SWING,100.0,98.25,98.98,480.0,0.0,480.0,786,778,5,3,0.9725,97.25,WORLD_CLASS,0.0,1.75,1.0
2,Shaft,297,2026-08-08,NIGHT,100.0,100.0,98.93,480.0,0.0,480.0,841,832,6,3,0.989298454221165,98.93,WORLD_CLASS,0.0,0.0,1.07
3,"Motor Housing",288,2026-08-08,DAY,100.0,93.75,97.48,480.0,0.0,480.0,675,658,11,6,0.913888888888889,91.39,WORLD_CLASS,0.0,6.25,2.36
3,"Motor Housing",293,2026-08-08,SWING,100.0,92.78,97.46,480.0,0.0,480.0,668,651,11,6,0.904166666666667,90.42,WORLD_CLASS,0.0,7.22,2.36
3,"Motor Housing",298,2026-08-08,NIGHT,100.0,100.0,97.46,480.0,0.0,480.0,748,729,12,7,0.974598930481283,97.46,WORLD_CLASS,0.0,0.0,2.54
4,Coupling,289,2026-08-08,DAY,100.0,100.0,98.45,480.0,0.0,480.0,968,953,9,6,0.984504132231405,98.45,WORLD_CLASS,0.0,0.0,1.55
4,Coupling,294,2026-08-08,SWING,100.0,100.0,98.45,480.0,0.0,480.0,904,890,9,5,0.984513274336283,98.45,WORLD_CLASS,0.0,0.0,1.55
4,Coupling,299,2026-08-08,NIGHT,100.0,100.0,98.5,480.0,0.0,480.0,932,918,9,5,0.984978540772532,98.5,WORLD_CLASS,0.0,0.0,1.5
5,Gearbox,290,2026-08-08,DAY,100.0,100.0,96.91,480.0,0.0,480.0,647,627,12,8,0.969088098918083,96.91,WORLD_CLASS,0.0,0.0,3.09
5,Gearbox,295,2026-08-08,SWING,100.0,100.0,96.92,480.0,0.0,480.0,649,629,12,8,0.969183359013868,96.92,WORLD_CLASS,0.0,0.0,3.08
5,Gearbox,300,2026-08-08,NIGHT,100.0,98.13,96.97,480.0,0.0,480.0,628,609,12,7,0.9515625,95.16,WORLD_CLASS,0.0,1.88,2.97
1,Bearing,301,2026-08-09,DAY,100.0,97.4,97.97,480.0,0.0,480.0,935,916,12,7,0.954166666666667,95.42,WORLD_CLASS,0.0,2.6,1.98
1,Bearing,306,2026-08-09,SWING,100.0,100.0,97.98,480.0,0.0,480.0,989,969,12,8,0.979777553083923,97.98,WORLD_CLASS,0.0,0.0,2.02
1,Bearing,311,2026-08-09,NIGHT,100.0,90.52,97.93,480.0,0.0,480.0,869,851,11,7,0.886458333333333,88.65,WORLD_CLASS,0.0,9.48,1.88
2,Shaft,302,2026-08-09,DAY,100.0,99.38,98.99,480.0,0.0,480.0,795,787,5,3,0.98375,98.38,WORLD_CLASS,0.0,0.62,1.0
2,Shaft,307,2026-08-09,SWING,100.0,99.5,98.99,480.0,0.0,480.0,796,788,5,3,0.985,98.5,WORLD_CLASS,0.0,0.5,1.0
2,Shaft,312,2026-08-09,NIGHT,100.0,95.88,98.96,480.0,0.0,480.0,767,759,5,3,0.94875,94.88,WORLD_CLASS,0.0,4.13,1.0
3,"Motor Housing",303,2026-08-09,DAY,100.0,93.33,97.47,480.0,0.0,480.0,672,655,11,6,0.909722222222222,90.97,WORLD_CLASS,0.0,6.67,2.36
3,"Motor Housing",308,2026-08-09,SWING,100.0,90.14,97.38,480.0,0.0,480.0,649,632,11,6,0.877777777777778,87.78,WORLD_CLASS,0.0,9.86,2.36
3,"Motor Housing",313,2026-08-09,NIGHT,100.0,99.72,97.49,480.0,0.0,480.0,718,700,11,7,0.972222222222222,97.22,WORLD_CLASS,0.0,0.28,2.5
4,Coupling,304,2026-08-09,DAY,100.0,98.86,98.39,480.0,0.0,480.0,870,856,9,5,0.972727272727273,97.27,WORLD_CLASS,0.0,1.14,1.59
4,Coupling,309,2026-08-09,SWING,100.0,99.77,98.41,480.0,0.0,480.0,878,864,9,5,0.981818181818182,98.18,WORLD_CLASS,0.0,0.23,1.59
4,Coupling,314,2026-08-09,NIGHT,100.0,93.07,98.41,480.0,0.0,480.0,819,806,8,5,0.915909090909091,91.59,WORLD_CLASS,0.0,6.93,1.48
5,Gearbox,305,2026-08-09,DAY,100.0,97.97,96.97,480.0,0.0,480.0,627,608,12,7,0.95,95.0,WORLD_CLASS,0.0,2.03,2.97
5,Gearbox,310,2026-08-09,SWING,100.0,100.0,96.93,480.0,0.0,480.0,683,662,13,8,0.969253294289897,96.93,WORLD_CLASS,0.0,0.0,3.07
5,Gearbox,315,2026-08-09,NIGHT,100.0,96.88,96.94,480.0,0.0,480.0,620,601,12,7,0.9390625,93.91,WORLD_CLASS,0.0,3.13,2.97
1,Bearing,316,2026-08-10,DAY,100.0,100.0,97.92,480.0,0.0,480.0,960,940,12,8,0.979166666666667,97.92,WORLD_CLASS,0.0,0.0,2.08
1,Bearing,321,2026-08-10,SWING,100.0,99.79,97.91,480.0,0.0,480.0,958,938,12,8,0.977083333333333,97.71,WORLD_CLASS,0.0,0.21,2.08
1,Bearing,326,2026-08-10,NIGHT,100.0,98.54,97.99,480.0,0.0,480.0,946,927,12,7,0.965625,96.56,WORLD_CLASS,0.0,1.46,1.98
